,areaname,population,date,newcasesbypublishdate,cases_per_100k
956,East of England,5847000,10/08/2020,57,0.9748589020010262
2028,North East,2597000,10/08/2020,10,0.3850596842510589
2564,North West,7300000,10/08/2020,201,2.7534246575342465
5266,Wales,3136000,10/08/2020,12,0.3826530612244898
2735,South East,9175000,10/08/2021,2948,32.130790190735695
3807,West Midlands,2928000,10/08/2021,2113,72.1653005464481
2199,North West,7300000,10/08/2021,2877,39.410958904109584
1663,North East,2597000,10/08/2021,1042,40.123219098960334
55,East Midlands,4533000,10/08/2021,1918,42.311934701080965
6108,Scotland,5454000,10/08/2021,1032,18.921892189218923
591,East of England,5847000,10/08/2021,1909,32.64922182315718
4343,Yorkshire and the Humber,5486000,10/08/2021,2398,43.71126503827926
5508,Northern Ireland,1885000,10/08/2021,1305,69.23076923076923
3271,South West,5616000,10/08/2021,2202,39.20940170940171
4901,Wales,3136000,10/08/2021,543,17.315051020408163
1127,London,8899375,10/08/2021,2844,31.95730037221715
4141,West Midlands,2928000,10/09/2020,353,12.056010928961749
4677,Yorkshire and the Humber,5486000,10/09/2020,343,6.252278527160044
2533,North West,7300000,10/09/2020,741,10.15068493150685
1997,North East,2597000,10/09/2020,203,7.816711590296496
5235,Wales,3136000,10/09/2020,102,3.252551020408163
3069,South East,9175000,10/09/2020,199,2.1689373297002725
389,East Midlands,4533000,10/09/2020,179,3.9488197661592768
1461,London,8899375,10/09/2020,304,3.4159702226279935
3605,South West,5616000,10/09/2020,75,1.3354700854700854
5842,Northern Ireland,1885000,10/09/2020,78,4.137931034482759
6442,Scotland,5454000,10/09/2020,161,2.951961862852952
925,East of England,5847000,10/09/2020,164,2.8048571917222507
24,East Midlands,4533000,10/09/2021,2970,65.5195234943746
6077,Scotland,5454000,10/09/2021,6815,124.95416208287496
560,East of England,5847000,10/09/2021,2566,43.88575337780058
1096,London,8899375,10/09/2021,3025,33.99115106397921
3240,South West,5616000,10/09/2021,1799,32.03347578347578
2168,North West,7300000,10/09/2021,3855,52.8082191780822
2704,South East,9175000,10/09/2021,3418,37.253405994550405
5477,Northern Ireland,1885000,10/09/2021,1687,89.49602122015915
4312,Yorkshire and the Humber,5486000,10/09/2021,3031,55.2497265767408
4870,Wales,3136000,10/09/2021,2467,78.6670918367347
3776,West Midlands,2928000,10/09/2021,3005,102.62978142076503
1632,North East,2597000,10/09/2021,1826,70.31189834424336
4111,West Midlands,2928000,10/10/2020,1096,37.431693989071036
6412,Scotland,5454000,10/10/2020,1009,18.5001833516685
4647,Yorkshire and the Humber,5486000,10/10/2020,2289,41.724389354721104
5205,Wales,3136000,10/10/2020,627,19.993622448979593
3575,South West,5616000,10/10/2020,548,9.757834757834758
1967,North East,2597000,10/10/2020,1151,44.32036965729688
5812,Northern Ireland,1885000,10/10/2020,902,47.851458885941646
2503,North West,7300000,10/10/2020,3672,50.3013698630137
895,East of England,5847000,10/10/2020,547,9.35522490165897
3039,South East,9175000,10/10/2020,752,8.196185286103542
1431,London,8899375,10/10/2020,1174,13.191937636069948
359,East Midlands,4533000,10/10/2020,1177,25.965144495918818
6047,Scotland,5454000,10/10/2021,2363,43.32599926659333
4840,Wales,3136000,10/10/2021,0,0.0
5447,Northern Ireland,1885000,10/10/2021,1115,59.15119363395226
4616,Yorkshire and the Humber,5486000,10/11/2020,3001,54.702880058330294
3544,South West,5616000,10/11/2020,1125,20.03205128205128
328,East Midlands,4533000,10/11/2020,2710,59.78380763291418
5781,Northern Ireland,1885000,10/11/2020,514,27.26790450928382
5174,Wales,3136000,10/11/2020,444,14.158163265306124
4080,West Midlands,2928000,10/11/2020,2788,95.21857923497268
2472,North West,7300000,10/11/2020,3388,46.41095890410959
864,East of England,5847000,10/11/2020,1002,17.136993329912777
3008,South East,9175000,10/11/2020,1693,18.452316076294277
6381,Scotland,5454000,10/11/2020,832,15.254858819215256
1936,North East,2597000,10/11/2020,1303,50.173276857912974
1400,London,8899375,10/11/2020,1501,16.86635297422572
298,East Midlands,4533000,10/12/2020,1610,35.51731744981249
4050,West Midlands,2928000,10/12/2020,1649,56.31830601092896
5144,Wales,3136000,10/12/2020,1968,62.755102040816325
5751,Northern Ireland,1885000,10/12/2020,441,23.395225464190982
1906,North East,2597000,10/12/2020,791,30.458221024258762
6351,Scotland,5454000,10/12/2020,933,17.106710671067106
3514,South West,5616000,10/12/2020,700,12.464387464387466
1370,London,8899375,10/12/2020,4144,46.56506777161318
2978,South East,9175000,10/12/2020,3445,37.54768392370572
2442,North West,7300000,10/12/2020,1499,20.534246575342465
834,East of England,5847000,10/12/2020,2389,40.858559945271075
4586,Yorkshire and the Humber,5486000,10/12/2020,1253,22.839956252278526
266,East Midlands,4533000,11/01/2021,2900,63.97529230090448
1338,London,8899375,11/01/2021,10110,113.60348339068756
4018,West Midlands,2928000,11/01/2021,5659,193.27185792349727
2410,North West,7300000,11/01/2021,5419,74.23287671232876
5112,Wales,3136000,11/01/2021,1793,57.17474489795919
3482,South West,5616000,11/01/2021,3009,53.57905982905984
2946,South East,9175000,11/01/2021,6692,72.93732970027247
6319,Scotland,5454000,11/01/2021,1782,32.67326732673268
4554,Yorkshire and the Humber,5486000,11/01/2021,1882,34.30550492161867
802,East of England,5847000,11/01/2021,4724,80.79356935180434
1874,North East,2597000,11/01/2021,1238,47.67038891028109
5719,Northern Ireland,1885000,11/01/2021,759,40.26525198938992
1843,North East,2597000,11/02/2021,747,28.7639584135541
1307,London,8899375,11/02/2021,1588,17.843949715569913
5688,Northern Ireland,1885000,11/02/2021,253,13.421750663129975
2915,South East,9175000,11/02/2021,1201,13.089918256130789
3987,West Midlands,2928000,11/02/2021,1650,56.352459016393446
5081,Wales,3136000,11/02/2021,410,13.073979591836734
6288,Scotland,5454000,11/02/2021,830,15.218188485515219
235,East Midlands,4533000,11/02/2021,1296,28.590337524818004
4523,Yorkshire and the Humber,5486000,11/02/2021,1352,24.644549763033176
771,East of England,5847000,11/02/2021,1053,18.009235505387377
2379,North West,7300000,11/02/2021,2125,29.109589041095887
3451,South West,5616000,11/02/2021,864,15.384615384615385
5418,Wales,3136000,11/03/2020,9,0.2869897959183673
6025,Northern Ireland,1885000,11/03/2020,2,0.10610079575596817
6625,Scotland,5454000,11/03/2020,9,0.16501650165016502
1815,North East,2597000,11/03/2021,297,11.43627262225645
4495,Yorkshire and the Humber,5486000,11/03/2021,895,16.314254465913233
3959,West Midlands,2928000,11/03/2021,710,24.248633879781423
2351,North West,7300000,11/03/2021,1053,14.424657534246576
3423,South West,5616000,11/03/2021,328,5.84045584045584
5053,Wales,3136000,11/03/2021,195,6.218112244897959
743,East of England,5847000,11/03/2021,481,8.226440909868309
2887,South East,9175000,11/03/2021,590,6.430517711171662
207,East Midlands,4533000,11/03/2021,694,15.309949260975072
6260,Scotland,5454000,11/03/2021,591,10.836083608360836
1279,London,8899375,11/03/2021,689,7.742116721679894
5660,Northern Ireland,1885000,11/03/2021,223,11.830238726790451
5994,Northern Ireland,1885000,11/04/2020,128,6.790450928381963
5387,Wales,3136000,11/04/2020,340,10.841836734693878
6594,Scotland,5454000,11/04/2020,315,5.775577557755775
5022,Wales,3136000,11/04/2021,53,1.6900510204081634
2856,South East,9175000,11/04/2021,111,1.209809264305177
712,East of England,5847000,11/04/2021,106,1.8128955019668205
5629,Northern Ireland,1885000,11/04/2021,89,4.721485411140583
176,East Midlands,4533000,11/04/2021,154,3.3973086256342375
3392,South West,5616000,11/04/2021,2,0.03561253561253561
1248,London,8899375,11/04/2021,171,1.9214832502282462
6229,Scotland,5454000,11/04/2021,250,4.583791712504584
2320,North West,7300000,11/04/2021,170,2.328767123287671
1784,North East,2597000,11/04/2021,63,2.4258760107816713
4464,Yorkshire and the Humber,5486000,11/04/2021,424,7.728764126868393
3928,West Midlands,2928000,11/04/2021,121,4.132513661202186
5357,Wales,3136000,11/05/2020,124,3.9540816326530615
1047,East of England,5847000,11/05/2020,94,1.607662048913973
6564,Scotland,5454000,11/05/2020,141,2.585258525852585
3191,South East,9175000,11/05/2020,107,1.1662125340599454
2655,North West,7300000,11/05/2020,168,2.3013698630136985
511,East Midlands,4533000,11/05/2020,65,1.4339289653651004
3727,South West,5616000,11/05/2020,38,0.6766381766381766
4799,Yorkshire and the Humber,5486000,11/05/2020,108,1.968647466277798
5964,Northern Ireland,1885000,11/05/2020,30,1.5915119363395225
2119,North East,2597000,11/05/2020,94,3.6195610319599543
4263,West Midlands,2928000,11/05/2020,121,4.132513661202186
1583,London,8899375,11/05/2020,62,0.6966781375096566
682,East of England,5847000,11/05/2021,233,3.9849495467761247
2826,South East,9175000,11/05/2021,228,2.4850136239782015
1754,North East,2597000,11/05/2021,101,3.889102810935695
4434,Yorkshire and the Humber,5486000,11/05/2021,315,5.741888443310244
3362,South West,5616000,11/05/2021,115,2.0477207977207974
4992,Wales,3136000,11/05/2021,30,0.9566326530612245
6199,Scotland,5454000,11/05/2021,238,4.363769710304364
3898,West Midlands,2928000,11/05/2021,164,5.601092896174863
146,East Midlands,4533000,11/05/2021,236,5.206265166556364
5599,Northern Ireland,1885000,11/05/2021,89,4.721485411140583
1218,London,8899375,11/05/2021,352,3.9553339419903084
2290,North West,7300000,11/05/2021,402,5.506849315068493
1552,London,8899375,11/06/2020,31,0.3483390687548283
3160,South East,9175000,11/06/2020,54,0.5885558583106267
4768,Yorkshire and the Humber,5486000,11/06/2020,27,0.4921618665694495
2624,North West,7300000,11/06/2020,65,0.8904109589041096
5326,Wales,3136000,11/06/2020,63,2.008928571428571
3696,South West,5616000,11/06/2020,5,0.08903133903133903
2088,North East,2597000,11/06/2020,13,0.5005775895263765
5933,Northern Ireland,1885000,11/06/2020,4,0.21220159151193635
1016,East of England,5847000,11/06/2020,33,0.564391995895331
4232,West Midlands,2928000,11/06/2020,49,1.673497267759563
6533,Scotland,5454000,11/06/2020,17,0.3116978364503117
480,East Midlands,4533000,11/06/2020,29,0.6397529230090447
2795,South East,9175000,11/06/2021,585,6.376021798365123
3867,West Midlands,2928000,11/06/2021,540,18.442622950819672
651,East of England,5847000,11/06/2021,317,5.421583718146058
2259,North West,7300000,11/06/2021,2317,31.73972602739726
6168,Scotland,5454000,11/06/2021,1104,20.242024202420243
5568,Northern Ireland,1885000,11/06/2021,121,6.4190981432360745
3331,South West,5616000,11/06/2021,400,7.122507122507122
115,East Midlands,4533000,11/06/2021,384,8.471211118464593
1187,London,8899375,11/06/2021,948,10.652433457405717
4403,Yorkshire and the Humber,5486000,11/06/2021,741,13.507109004739338
4961,Wales,3136000,11/06/2021,118,3.7627551020408165
1723,North East,2597000,11/06/2021,315,12.129380053908356
3666,South West,5616000,11/07/2020,22,0.39173789173789175
4202,West Midlands,2928000,11/07/2020,124,4.2349726775956285
986,East of England,5847000,11/07/2020,72,1.2314007183170856
4738,Yorkshire and the Humber,5486000,11/07/2020,129,2.3514400291651474
3130,South East,9175000,11/07/2020,93,1.013623978201635
6503,Scotland,5454000,11/07/2020,7,0.12834616795012835
2058,North East,2597000,11/07/2020,19,0.7316134000770119
5296,Wales,3136000,11/07/2020,7,0.22321428571428573
5903,Northern Ireland,1885000,11/07/2020,0,0.0
450,East Midlands,4533000,11/07/2020,116,2.559011692036179
1522,London,8899375,11/07/2020,91,1.0225437179577217
2594,North West,7300000,11/07/2020,139,1.9041095890410957
4931,Wales,3136000,11/07/2021,698,22.257653061224488
2765,South East,9175000,11/07/2021,3380,36.83923705722071
85,East Midlands,4533000,11/07/2021,2286,50.430178689609534
621,East of England,5847000,11/07/2021,2097,35.864545920985115
4373,Yorkshire and the Humber,5486000,11/07/2021,3515,64.07218374043019
1693,North East,2597000,11/07/2021,3726,143.47323835194456
5538,Northern Ireland,1885000,11/07/2021,605,32.09549071618037
3301,South West,5616000,11/07/2021,2125,37.83831908831909
6138,Scotland,5454000,11/07/2021,2048,37.550421708837554
1157,London,8899375,11/07/2021,3669,41.22761429875694
3837,West Midlands,2928000,11/07/2021,2870,98.01912568306011
2229,North West,7300000,11/07/2021,4231,57.95890410958904
5265,Wales,3136000,11/08/2020,13,0.4145408163265306
3099,South East,9175000,11/08/2020,63,0.6866485013623977
4707,Yorkshire and the Humber,5486000,11/08/2020,163,2.971199416697047
419,East Midlands,4533000,11/08/2020,123,2.71343481138319
1491,London,8899375,11/08/2020,90,1.01130697380434
2027,North East,2597000,11/08/2020,21,0.8086253369272237
5872,Northern Ireland,1885000,11/08/2020,48,2.546419098143236
955,East of England,5847000,11/08/2020,64,1.094578416281854
6472,Scotland,5454000,11/08/2020,52,0.9534286762009535
4171,West Midlands,2928000,11/08/2020,142,4.849726775956284
3635,South West,5616000,11/08/2020,33,0.5876068376068376
2563,North West,7300000,11/08/2020,318,4.3561643835616435
1662,North East,2597000,11/08/2021,1134,43.66576819407008
4342,Yorkshire and the Humber,5486000,11/08/2021,3307,60.280714546117395
590,East of England,5847000,11/08/2021,2500,42.75696938600992
3806,West Midlands,2928000,11/08/2021,2958,101.02459016393442
4900,Wales,3136000,11/08/2021,0,0.0
2734,South East,9175000,11/08/2021,3500,38.14713896457766
3270,South West,5616000,11/08/2021,3112,55.41310541310541
2198,North West,7300000,11/08/2021,3189,43.68493150684932
1126,London,8899375,11/08/2021,3736,41.9804761570335
54,East Midlands,4533000,11/08/2021,2703,59.629384513567175
5507,Northern Ireland,1885000,11/08/2021,1467,77.82493368700266
6107,Scotland,5454000,11/08/2021,1498,27.466079941327465
4140,West Midlands,2928000,11/09/2020,416,14.207650273224044
5234,Wales,3136000,11/09/2020,133,4.241071428571429
1996,North East,2597000,11/09/2020,218,8.394301116673084
3068,South East,9175000,11/09/2020,225,2.4523160762942777
1460,London,8899375,11/09/2020,416,4.674485567806728
924,East of England,5847000,11/09/2020,135,2.308876346844536
3604,South West,5616000,11/09/2020,117,2.0833333333333335
4676,Yorkshire and the Humber,5486000,11/09/2020,387,7.054320087495443
388,East Midlands,4533000,11/09/2020,299,6.596073240679462
2532,North West,7300000,11/09/2020,876,12.0
6441,Scotland,5454000,11/09/2020,175,3.2086541987532087
5841,Northern Ireland,1885000,11/09/2020,88,4.6684350132626
559,East of England,5847000,11/09/2021,2329,39.83239268000684
2703,South East,9175000,11/09/2021,3077,33.53678474114441
2167,North West,7300000,11/09/2021,3411,46.726027397260275
23,East Midlands,4533000,11/09/2021,2320,51.18023384072358
3239,South West,5616000,11/09/2021,2277,40.544871794871796
1095,London,8899375,11/09/2021,2857,32.10337804621111
6076,Scotland,5454000,11/09/2021,4298,78.8045471213788
4311,Yorkshire and the Humber,5486000,11/09/2021,2405,43.838862559241704
5476,Northern Ireland,1885000,11/09/2021,1424,75.54376657824933
3775,West Midlands,2928000,11/09/2021,2770,94.60382513661203
1631,North East,2597000,11/09/2021,1594,61.3785136696188
4869,Wales,3136000,11/09/2021,0,0.0
5811,Northern Ireland,1885000,11/10/2020,1066,56.55172413793104
3574,South West,5616000,11/10/2020,341,6.071937321937322
2502,North West,7300000,11/10/2020,3519,48.20547945205479
3038,South East,9175000,11/10/2020,420,4.577656675749319
4110,West Midlands,2928000,11/10/2020,946,32.3087431693989
1966,North East,2597000,11/10/2020,967,37.235271467077396
358,East Midlands,4533000,11/10/2020,1141,25.170968453562764
5204,Wales,3136000,11/10/2020,467,14.891581632653061
4646,Yorkshire and the Humber,5486000,11/10/2020,2003,36.51111921254101
6411,Scotland,5454000,11/10/2020,956,17.528419508617528
894,East of England,5847000,11/10/2020,318,5.438686505900462
1430,London,8899375,11/10/2020,637,7.157806025704053
6046,Scotland,5454000,11/10/2021,2297,42.11587825449212
4839,Wales,3136000,11/10/2021,4469,142.50637755102042
5446,Northern Ireland,1885000,11/10/2021,1109,58.83289124668435
4079,West Midlands,2928000,11/11/2020,2700,92.21311475409836
4615,Yorkshire and the Humber,5486000,11/11/2020,3163,57.655851257746995
5780,Northern Ireland,1885000,11/11/2020,791,41.96286472148541
5173,Wales,3136000,11/11/2020,928,29.591836734693878
3007,South East,9175000,11/11/2020,2211,24.09809264305177
863,East of England,5847000,11/11/2020,1313,22.45596032153241
1399,London,8899375,11/11/2020,2053,23.06903574689234
6380,Scotland,5454000,11/11/2020,1261,23.12064539787312
2471,North West,7300000,11/11/2020,3840,52.602739726027394
1935,North East,2597000,11/11/2020,1671,64.34347323835195
3543,South West,5616000,11/11/2020,1281,22.80982905982906
327,East Midlands,4533000,11/11/2020,1598,35.25259210236047
297,East Midlands,4533000,11/12/2020,1528,33.70836090889036
4049,West Midlands,2928000,11/12/2020,1629,55.635245901639344
6350,Scotland,5454000,11/12/2020,1001,18.353502016868354
2441,North West,7300000,11/12/2020,1576,21.589041095890412
2977,South East,9175000,11/12/2020,3241,35.32425068119891
1905,North East,2597000,11/12/2020,689,26.53061224489796
1369,London,8899375,11/12/2020,4755,53.430718449329305
5143,Wales,3136000,11/12/2020,2234,71.23724489795919
4585,Yorkshire and the Humber,5486000,11/12/2020,1307,23.824279985417427
833,East of England,5847000,11/12/2020,2411,41.234821275867965
3513,South West,5616000,11/12/2020,617,10.986467236467236
