Region;Prøvetagningsdato;Køn;Bekræftede tilfælde;Døde;Indlæggelser;Kummuleret antal døde;Kummuleret antal bekræftede tilfælde;Kummuleret antal indlæggelser
Syddanmark;23-4-2020;M;4;0;0;493;8413;2099
Hovedstaden;24-4-2020;F;61;2;8;495;8474;2107
Midtjylland;24-4-2020;F;19;1;1;496;8493;2108
Sjælland;24-4-2020;F;23;2;5;498;8516;2113
Syddanmark;24-4-2020;F;2;0;0;498;8518;2113
Hovedstaden;24-4-2020;M;34;1;4;499;8552;2117
Midtjylland;24-4-2020;M;8;1;0;500;8560;2117
Nordjylland;24-4-2020;M;2;0;0;500;8562;2117
Sjælland;24-4-2020;M;12;1;3;501;8574;2120
Syddanmark;24-4-2020;M;3;0;0;501;8577;2120
Hovedstaden;25-4-2020;F;38;1;5;502;8615;2125
Midtjylland;25-4-2020;F;22;1;0;503;8637;2125
Nordjylland;25-4-2020;F;4;0;1;503;8641;2126
Sjælland;25-4-2020;F;14;1;4;504;8655;2130
Syddanmark;25-4-2020;F;3;0;0;504;8658;2130
Hovedstaden;25-4-2020;M;31;2;6;506;8689;2136
Midtjylland;25-4-2020;M;7;0;1;506;8696;2137
Nordjylland;25-4-2020;M;1;0;0;506;8697;2137
Sjælland;25-4-2020;M;9;2;2;508;8706;2139
Syddanmark;25-4-2020;M;5;0;0;508;8711;2139
Hovedstaden;26-4-2020;F;42;1;12;509;8753;2151
Midtjylland;26-4-2020;F;10;0;0;509;8763;2151
Nordjylland;26-4-2020;F;4;0;0;509;8767;2151
Sjælland;26-4-2020;F;13;0;2;509;8780;2153
Syddanmark;26-4-2020;F;4;0;0;509;8784;2153
Hovedstaden;26-4-2020;M;33;3;7;512;8817;2160
Midtjylland;26-4-2020;M;5;0;2;512;8822;2162
Sjælland;26-4-2020;M;5;1;1;513;8827;2163
Syddanmark;26-4-2020;M;3;0;0;513;8830;2163
Hovedstaden;27-4-2020;F;70;1;2;514;8900;2165
Midtjylland;27-4-2020;F;9;0;1;514;8909;2166
Nordjylland;27-4-2020;F;3;0;0;514;8912;2166
Sjælland;27-4-2020;F;36;4;5;518;8948;2171
Syddanmark;27-4-2020;F;1;0;0;518;8949;2171
Hovedstaden;27-4-2020;M;59;2;7;520;9008;2178
Midtjylland;27-4-2020;M;9;0;2;520;9017;2180
Nordjylland;27-4-2020;M;2;0;0;520;9019;2180
Sjælland;27-4-2020;M;25;5;5;525;9044;2185
Syddanmark;27-4-2020;M;3;0;0;525;9047;2185
Hovedstaden;28-4-2020;F;51;2;7;527;9098;2192
Midtjylland;28-4-2020;F;17;0;0;527;9115;2192
Sjælland;28-4-2020;F;22;0;0;527;9137;2192
Hovedstaden;28-4-2020;M;32;0;3;527;9169;2195
Midtjylland;28-4-2020;M;7;0;0;527;9176;2195
Sjælland;28-4-2020;M;7;0;0;527;9183;2195
Hovedstaden;29-4-2020;F;50;2;6;529;9233;2201
Midtjylland;29-4-2020;F;10;1;1;530;9243;2202
Nordjylland;29-4-2020;F;1;0;0;530;9244;2202
Sjælland;29-4-2020;F;16;0;1;530;9260;2203
Syddanmark;29-4-2020;F;4;0;0;530;9264;2203
Hovedstaden;29-4-2020;M;42;4;11;534;9306;2214
Midtjylland;29-4-2020;M;7;0;0;534;9313;2214
Nordjylland;29-4-2020;M;2;0;0;534;9315;2214
Sjælland;29-4-2020;M;5;1;2;535;9320;2216
Syddanmark;29-4-2020;M;2;0;0;535;9322;2216
Hovedstaden;30-4-2020;F;62;0;6;535;9384;2222
Midtjylland;30-4-2020;F;6;0;1;535;9390;2223
Nordjylland;30-4-2020;F;3;0;0;535;9393;2223
Sjælland;30-4-2020;F;23;0;3;535;9416;2226
Syddanmark;30-4-2020;F;1;0;0;535;9417;2226
Hovedstaden;30-4-2020;M;33;0;5;535;9450;2231
Midtjylland;30-4-2020;M;7;0;0;535;9457;2231
Nordjylland;30-4-2020;M;2;0;1;535;9459;2232
Sjælland;30-4-2020;M;8;0;0;535;9467;2232
Syddanmark;30-4-2020;M;1;0;0;535;9468;2232
Hovedstaden;1-5-2020;F;58;2;3;537;9526;2235
Midtjylland;1-5-2020;F;5;0;0;537;9531;2235
Nordjylland;1-5-2020;F;10;0;0;537;9541;2235
Sjælland;1-5-2020;F;15;1;1;538;9556;2236
Syddanmark;1-5-2020;F;2;0;0;538;9558;2236
Hovedstaden;1-5-2020;M;25;0;2;538;9583;2238
Midtjylland;1-5-2020;M;11;0;1;538;9594;2239
Nordjylland;1-5-2020;M;9;0;0;538;9603;2239
Sjælland;1-5-2020;M;10;1;2;539;9613;2241
Syddanmark;1-5-2020;M;3;0;1;539;9616;2242
Hovedstaden;2-5-2020;F;31;0;2;539;9647;2244
Midtjylland;2-5-2020;F;12;0;3;539;9659;2247
Nordjylland;2-5-2020;F;1;0;0;539;9660;2247
Sjælland;2-5-2020;F;17;0;1;539;9677;2248
Syddanmark;2-5-2020;F;4;0;0;539;9681;2248
Hovedstaden;2-5-2020;M;27;1;4;540;9708;2252
Midtjylland;2-5-2020;M;8;0;1;540;9716;2253
Nordjylland;2-5-2020;M;1;0;0;540;9717;2253
Sjælland;2-5-2020;M;12;1;1;541;9729;2254
Syddanmark;2-5-2020;M;2;0;0;541;9731;2254
Hovedstaden;3-5-2020;F;33;0;7;541;9764;2261
Midtjylland;3-5-2020;F;4;0;1;541;9768;2262
Nordjylland;3-5-2020;F;1;0;0;541;9769;2262
Sjælland;3-5-2020;F;6;0;2;541;9775;2264
Syddanmark;3-5-2020;F;4;0;1;541;9779;2265
Hovedstaden;3-5-2020;M;17;2;2;543;9796;2267
Midtjylland;3-5-2020;M;6;0;1;543;9802;2268
Nordjylland;3-5-2020;M;1;0;0;543;9803;2268
Sjælland;3-5-2020;M;5;1;3;544;9808;2271
Syddanmark;3-5-2020;M;1;0;0;544;9809;2271
Hovedstaden;4-5-2020;F;50;0;3;544;9859;2274
Midtjylland;4-5-2020;F;5;0;1;544;9864;2275
Sjælland;4-5-2020;F;21;1;3;545;9885;2278
Syddanmark;4-5-2020;F;3;0;0;545;9888;2278
Hovedstaden;4-5-2020;M;29;0;3;545;9917;2281
Midtjylland;4-5-2020;M;3;0;1;545;9920;2282
Sjælland;4-5-2020;M;8;0;3;545;9928;2285
Syddanmark;4-5-2020;M;1;0;0;545;9929;2285
Hovedstaden;5-5-2020;F;32;1;4;546;9961;2289
Midtjylland;5-5-2020;F;5;0;0;546;9966;2289
Nordjylland;5-5-2020;F;2;0;0;546;9968;2289
Sjælland;5-5-2020;F;20;2;4;548;9988;2293
Syddanmark;5-5-2020;F;4;0;0;548;9992;2293
Hovedstaden;5-5-2020;M;40;2;5;550;10032;2298
Midtjylland;5-5-2020;M;3;0;0;550;10035;2298
Sjælland;5-5-2020;M;15;0;5;550;10050;2303
Syddanmark;5-5-2020;M;1;0;0;550;10051;2303
Hovedstaden;6-5-2020;F;55;0;1;550;10106;2304
Midtjylland;6-5-2020;F;2;0;0;550;10108;2304
Sjælland;6-5-2020;F;9;0;0;550;10117;2304
Syddanmark;6-5-2020;F;2;0;0;550;10119;2304
Hovedstaden;6-5-2020;M;27;0;4;550;10146;2308
Midtjylland;6-5-2020;M;4;0;0;550;10150;2308
Sjælland;6-5-2020;M;6;0;2;550;10156;2310
Hovedstaden;7-5-2020;F;44;0;2;550;10200;2312
Midtjylland;7-5-2020;F;5;0;0;550;10205;2312
Sjælland;7-5-2020;F;19;0;3;550;10224;2315
Syddanmark;7-5-2020;F;1;0;0;550;10225;2315
Hovedstaden;7-5-2020;M;32;0;4;550;10257;2319
Midtjylland;7-5-2020;M;5;0;0;550;10262;2319
Nordjylland;7-5-2020;M;1;0;0;550;10263;2319
Sjælland;7-5-2020;M;13;2;4;552;10276;2323
Syddanmark;7-5-2020;M;2;0;0;552;10278;2323
Hovedstaden;8-5-2020;F;31;3;4;555;10309;2327
Midtjylland;8-5-2020;F;4;0;0;555;10313;2327
Sjælland;8-5-2020;F;4;0;0;555;10317;2327
Syddanmark;8-5-2020;F;1;0;0;555;10318;2327
Hovedstaden;8-5-2020;M;21;1;4;556;10339;2331
Midtjylland;8-5-2020;M;1;0;0;556;10340;2331
Sjælland;8-5-2020;M;5;0;0;556;10345;2331
Syddanmark;8-5-2020;M;2;0;0;556;10347;2331
Hovedstaden;9-5-2020;F;24;1;5;557;10371;2336
Midtjylland;9-5-2020;F;2;0;2;557;10373;2338
Nordjylland;9-5-2020;F;1;0;0;557;10374;2338
Sjælland;9-5-2020;F;7;0;0;557;10381;2338
Hovedstaden;9-5-2020;M;24;1;5;558;10405;2343
Midtjylland;9-5-2020;M;2;0;0;558;10407;2343
Sjælland;9-5-2020;M;4;0;1;558;10411;2344
Hovedstaden;10-5-2020;F;20;0;2;558;10431;2346
Midtjylland;10-5-2020;F;2;0;0;558;10433;2346
Nordjylland;10-5-2020;F;2;0;0;558;10435;2346
Sjælland;10-5-2020;F;4;0;0;558;10439;2346
Syddanmark;10-5-2020;F;3;0;0;558;10442;2346
Hovedstaden;10-5-2020;M;18;0;2;558;10460;2348
Midtjylland;10-5-2020;M;1;0;0;558;10461;2348
Nordjylland;10-5-2020;M;2;0;0;558;10463;2348
Sjælland;10-5-2020;M;4;1;1;559;10467;2349
Syddanmark;10-5-2020;M;1;1;1;560;10468;2350
Hovedstaden;11-5-2020;F;28;0;4;560;10496;2354
Midtjylland;11-5-2020;F;2;0;1;560;10498;2355
Sjælland;11-5-2020;F;5;0;1;560;10503;2356
Syddanmark;11-5-2020;F;5;0;0;560;10508;2356
Hovedstaden;11-5-2020;M;22;0;1;560;10530;2357
Midtjylland;11-5-2020;M;1;0;0;560;10531;2357
Nordjylland;11-5-2020;M;1;0;0;560;10532;2357
Sjælland;11-5-2020;M;7;0;1;560;10539;2358
Syddanmark;11-5-2020;M;7;1;2;561;10546;2360
Hovedstaden;12-5-2020;F;20;0;4;561;10566;2364
Nordjylland;12-5-2020;F;1;0;0;561;10567;2364
Sjælland;12-5-2020;F;9;0;1;561;10576;2365
Syddanmark;12-5-2020;F;6;0;0;561;10582;2365
Hovedstaden;12-5-2020;M;15;1;1;562;10597;2366
Midtjylland;12-5-2020;M;1;0;0;562;10598;2366
Sjælland;12-5-2020;M;1;0;0;562;10599;2366
Syddanmark;12-5-2020;M;3;0;0;562;10602;2366
Hovedstaden;13-5-2020;F;26;1;1;563;10628;2367
Midtjylland;13-5-2020;F;3;0;1;563;10631;2368
Sjælland;13-5-2020;F;7;0;1;563;10638;2369
Syddanmark;13-5-2020;F;5;0;1;563;10643;2370
Hovedstaden;13-5-2020;M;15;0;0;563;10658;2370
Midtjylland;13-5-2020;M;1;0;0;563;10659;2370
Nordjylland;13-5-2020;M;1;0;0;563;10660;2370
Sjælland;13-5-2020;M;6;0;0;563;10666;2370
Syddanmark;13-5-2020;M;1;0;0;563;10667;2370
Hovedstaden;14-5-2020;F;22;0;2;563;10689;2372
Midtjylland;14-5-2020;F;1;0;0;563;10690;2372
Sjælland;14-5-2020;F;11;0;2;563;10701;2374
Syddanmark;14-5-2020;F;3;0;1;563;10704;2375
Hovedstaden;14-5-2020;M;13;0;2;563;10717;2377
Midtjylland;14-5-2020;M;3;0;0;563;10720;2377
Sjælland;14-5-2020;M;3;0;0;563;10723;2377
Syddanmark;14-5-2020;M;5;1;4;564;10728;2381
Hovedstaden;15-5-2020;F;26;1;2;565;10754;2383
Midtjylland;15-5-2020;F;4;0;0;565;10758;2383
Nordjylland;15-5-2020;F;1;0;1;565;10759;2384
Sjælland;15-5-2020;F;5;1;3;566;10764;2387
Syddanmark;15-5-2020;F;3;0;0;566;10767;2387
Hovedstaden;15-5-2020;M;32;0;3;566;10799;2390
Sjælland;15-5-2020;M;9;2;2;568;10808;2392
Syddanmark;15-5-2020;M;9;1;1;569;10817;2393
Hovedstaden;16-5-2020;F;8;0;0;569;10825;2393
Midtjylland;16-5-2020;F;3;0;1;569;10828;2394
Nordjylland;16-5-2020;F;1;0;0;569;10829;2394
Sjælland;16-5-2020;F;5;1;1;570;10834;2395
Syddanmark;16-5-2020;F;1;0;0;570;10835;2395
Hovedstaden;16-5-2020;M;10;0;0;570;10845;2395
Midtjylland;16-5-2020;M;1;0;0;570;10846;2395
Sjælland;16-5-2020;M;3;0;1;570;10849;2396
Syddanmark;16-5-2020;M;2;0;1;570;10851;2397
Hovedstaden;17-5-2020;F;18;0;2;570;10869;2399
Midtjylland;17-5-2020;F;5;0;2;570;10874;2401
Sjælland;17-5-2020;F;5;0;0;570;10879;2401
Syddanmark;17-5-2020;F;3;0;0;570;10882;2401
Hovedstaden;17-5-2020;M;13;0;1;570;10895;2402
Midtjylland;17-5-2020;M;3;0;0;570;10898;2402
Sjælland;17-5-2020;M;2;0;0;570;10900;2402
Syddanmark;17-5-2020;M;1;0;0;570;10901;2402
Hovedstaden;18-5-2020;F;31;1;3;571;10932;2405
Midtjylland;18-5-2020;F;4;0;2;571;10936;2407
Sjælland;18-5-2020;F;5;0;1;571;10941;2408
Syddanmark;18-5-2020;F;4;0;1;571;10945;2409
Hovedstaden;18-5-2020;M;23;1;1;572;10968;2410
Midtjylland;18-5-2020;M;3;0;1;572;10971;2411
Nordjylland;18-5-2020;M;1;0;0;572;10972;2411
Sjælland;18-5-2020;M;3;0;0;572;10975;2411
Syddanmark;18-5-2020;M;6;0;0;572;10981;2411
Hovedstaden;19-5-2020;F;23;0;2;572;11004;2413
Midtjylland;19-5-2020;F;1;0;1;572;11005;2414
Sjælland;19-5-2020;F;5;0;0;572;11010;2414
Syddanmark;19-5-2020;F;3;0;1;572;11013;2415
Hovedstaden;19-5-2020;M;18;1;1;573;11031;2416
Midtjylland;19-5-2020;M;4;0;0;573;11035;2416
Nordjylland;19-5-2020;M;2;0;0;573;11037;2416
Sjælland;19-5-2020;M;3;0;1;573;11040;2417
Syddanmark;19-5-2020;M;1;0;0;573;11041;2417
Hovedstaden;20-5-2020;F;27;2;4;575;11068;2421
Nordjylland;20-5-2020;F;1;0;0;575;11069;2421
Sjælland;20-5-2020;F;7;0;0;575;11076;2421
Syddanmark;20-5-2020;F;4;0;0;575;11080;2421
Hovedstaden;20-5-2020;M;25;2;3;577;11105;2424
Sjælland;20-5-2020;M;5;1;2;578;11110;2426
Hovedstaden;21-5-2020;F;11;0;1;578;11121;2427
Midtjylland;21-5-2020;F;1;0;1;578;11122;2428
Nordjylland;21-5-2020;F;1;0;1;578;11123;2429
Sjælland;21-5-2020;F;4;0;1;578;11127;2430
Hovedstaden;21-5-2020;M;13;0;2;578;11140;2432
Sjælland;21-5-2020;M;1;0;1;578;11141;2433
Hovedstaden;22-5-2020;F;29;3;7;581;11170;2440
Midtjylland;22-5-2020;F;1;0;0;581;11171;2440
Nordjylland;22-5-2020;F;2;0;0;581;11173;2440
Sjælland;22-5-2020;F;6;0;1;581;11179;2441
Syddanmark;22-5-2020;F;1;0;0;581;11180;2441
Hovedstaden;22-5-2020;M;19;1;4;582;11199;2445
Midtjylland;22-5-2020;M;2;0;1;582;11201;2446
Sjælland;22-5-2020;M;8;1;2;583;11209;2448
Syddanmark;22-5-2020;M;3;0;0;583;11212;2448
Hovedstaden;23-5-2020;F;14;0;2;583;11226;2450
Midtjylland;23-5-2020;F;1;0;0;583;11227;2450
Sjælland;23-5-2020;F;3;1;1;584;11230;2451
Hovedstaden;23-5-2020;M;15;0;3;584;11245;2454
Midtjylland;23-5-2020;M;1;0;1;584;11246;2455
Sjælland;23-5-2020;M;1;0;0;584;11247;2455
Hovedstaden;24-5-2020;F;15;0;2;584;11262;2457
Sjælland;24-5-2020;F;5;0;1;584;11267;2458
Syddanmark;24-5-2020;F;1;0;0;584;11268;2458
Hovedstaden;24-5-2020;M;13;0;3;584;11281;2461
Hovedstaden;25-5-2020;F;25;1;3;585;11306;2464
Midtjylland;25-5-2020;F;1;0;0;585;11307;2464
Sjælland;25-5-2020;F;2;0;0;585;11309;2464
Syddanmark;25-5-2020;F;2;0;1;585;11311;2465
Hovedstaden;25-5-2020;M;18;0;0;585;11329;2465
Nordjylland;25-5-2020;M;1;0;0;585;11330;2465
Sjælland;25-5-2020;M;3;0;0;585;11333;2465
Hovedstaden;26-5-2020;F;27;2;5;587;11360;2470
Nordjylland;26-5-2020;F;2;0;0;587;11362;2470
Sjælland;26-5-2020;F;7;0;0;587;11369;2470
Syddanmark;26-5-2020;F;3;0;2;587;11372;2472
Hovedstaden;26-5-2020;M;19;0;4;587;11391;2476
Midtjylland;26-5-2020;M;2;0;0;587;11393;2476
Syddanmark;26-5-2020;M;2;0;1;587;11395;2477
Hovedstaden;27-5-2020;F;24;1;3;588;11419;2480
Midtjylland;27-5-2020;F;1;0;0;588;11420;2480
Sjælland;27-5-2020;F;2;0;0;588;11422;2480
Hovedstaden;27-5-2020;M;18;1;5;589;11440;2485
Midtjylland;27-5-2020;M;1;0;0;589;11441;2485
Sjælland;27-5-2020;M;6;0;2;589;11447;2487
Hovedstaden;28-5-2020;F;19;0;2;589;11466;2489
Sjælland;28-5-2020;F;5;0;2;589;11471;2491
Syddanmark;28-5-2020;F;1;0;0;589;11472;2491
Hovedstaden;28-5-2020;M;9;1;3;590;11481;2494
Sjælland;28-5-2020;M;2;0;0;590;11483;2494
Syddanmark;28-5-2020;M;1;0;0;590;11484;2494
Hovedstaden;29-5-2020;F;15;1;1;591;11499;2495
Sjælland;29-5-2020;F;3;0;1;591;11502;2496
Syddanmark;29-5-2020;F;1;0;0;591;11503;2496
Hovedstaden;29-5-2020;M;13;2;2;593;11516;2498
Sjælland;29-5-2020;M;8;0;2;593;11524;2500
Syddanmark;29-5-2020;M;2;0;0;593;11526;2500
Hovedstaden;30-5-2020;F;9;0;2;593;11535;2502
Sjælland;30-5-2020;F;7;0;1;593;11542;2503
Hovedstaden;30-5-2020;M;14;1;2;594;11556;2505
Sjælland;30-5-2020;M;2;0;0;594;11558;2505
Syddanmark;30-5-2020;M;1;0;1;594;11559;2506
Hovedstaden;31-5-2020;F;10;0;1;594;11569;2507
Sjælland;31-5-2020;F;5;0;0;594;11574;2507
Hovedstaden;31-5-2020;M;6;0;0;594;11580;2507
Sjælland;31-5-2020;M;1;0;0;594;11581;2507
Hovedstaden;1-6-2020;F;16;0;1;594;11597;2508
Sjælland;1-6-2020;F;2;0;0;594;11599;2508
Hovedstaden;1-6-2020;M;6;0;1;594;11605;2509
Midtjylland;1-6-2020;M;3;0;1;594;11608;2510
Sjælland;1-6-2020;M;6;0;2;594;11614;2512
Syddanmark;1-6-2020;M;2;0;1;594;11616;2513
Hovedstaden;2-6-2020;F;23;0;0;594;11639;2513
Midtjylland;2-6-2020;F;2;0;0;594;11641;2513
Sjælland;2-6-2020;F;12;0;1;594;11653;2514
Syddanmark;2-6-2020;F;3;0;0;594;11656;2514
Hovedstaden;2-6-2020;M;9;0;0;594;11665;2514
Midtjylland;2-6-2020;M;1;0;0;594;11666;2514
Sjælland;2-6-2020;M;4;0;1;594;11670;2515
Syddanmark;2-6-2020;M;1;0;0;594;11671;2515
Hovedstaden;3-6-2020;F;24;0;1;594;11695;2516
Sjælland;3-6-2020;F;9;0;1;594;11704;2517
Syddanmark;3-6-2020;F;1;0;0;594;11705;2517
Hovedstaden;3-6-2020;M;9;0;0;594;11714;2517
Sjælland;3-6-2020;M;9;0;0;594;11723;2517
Hovedstaden;4-6-2020;F;18;0;1;594;11741;2518
Sjælland;4-6-2020;F;4;0;0;594;11745;2518
Syddanmark;4-6-2020;F;1;0;0;594;11746;2518
Hovedstaden;4-6-2020;M;8;1;1;595;11754;2519
Midtjylland;4-6-2020;M;5;0;0;595;11759;2519
Sjælland;4-6-2020;M;2;0;0;595;11761;2519
Syddanmark;4-6-2020;M;3;1;1;596;11764;2520
Hovedstaden;5-6-2020;F;14;0;2;596;11778;2522
Sjælland;5-6-2020;F;2;0;0;596;11780;2522
Hovedstaden;5-6-2020;M;14;0;1;596;11794;2523
Sjælland;5-6-2020;M;2;0;0;596;11796;2523
Syddanmark;5-6-2020;M;2;0;2;596;11798;2525
Hovedstaden;6-6-2020;F;7;0;1;596;11805;2526
Midtjylland;6-6-2020;F;1;0;0;596;11806;2526
Sjælland;6-6-2020;F;2;0;0;596;11808;2526
Hovedstaden;6-6-2020;M;4;0;0;596;11812;2526
Syddanmark;6-6-2020;M;1;0;0;596;11813;2526
Hovedstaden;7-6-2020;F;4;0;1;596;11817;2527
Hovedstaden;7-6-2020;M;10;0;1;596;11827;2528
Hovedstaden;8-6-2020;F;14;0;1;596;11841;2529
Midtjylland;8-6-2020;F;1;0;0;596;11842;2529
Nordjylland;8-6-2020;F;1;0;0;596;11843;2529
Sjælland;8-6-2020;F;1;0;0;596;11844;2529
Syddanmark;8-6-2020;F;3;0;0;596;11847;2529
Hovedstaden;8-6-2020;M;15;1;2;597;11862;2531
Midtjylland;8-6-2020;M;2;0;0;597;11864;2531
Sjælland;8-6-2020;M;1;0;0;597;11865;2531
Syddanmark;8-6-2020;M;5;0;0;597;11870;2531
Hovedstaden;9-6-2020;F;10;0;0;597;11880;2531
Sjælland;9-6-2020;F;3;0;0;597;11883;2531
Hovedstaden;9-6-2020;M;11;0;0;597;11894;2531
Midtjylland;9-6-2020;M;1;0;0;597;11895;2531
Sjælland;9-6-2020;M;1;0;0;597;11896;2531
Syddanmark;9-6-2020;M;2;0;0;597;11898;2531
Hovedstaden;10-6-2020;F;10;0;1;597;11908;2532
Midtjylland;10-6-2020;F;2;0;1;597;11910;2533
Nordjylland;10-6-2020;F;6;0;1;597;11916;2534
Sjælland;10-6-2020;F;3;0;1;597;11919;2535
Syddanmark;10-6-2020;F;1;0;0;597;11920;2535
Hovedstaden;10-6-2020;M;9;0;0;597;11929;2535
Nordjylland;10-6-2020;M;3;1;0;598;11932;2535
Sjælland;10-6-2020;M;4;0;0;598;11936;2535
Hovedstaden;11-6-2020;F;19;0;0;598;11955;2535
Midtjylland;11-6-2020;F;1;0;0;598;11956;2535
Nordjylland;11-6-2020;F;1;0;0;598;11957;2535
Sjælland;11-6-2020;F;6;0;0;598;11963;2535
Hovedstaden;11-6-2020;M;17;0;2;598;11980;2537
Nordjylland;11-6-2020;M;1;0;1;598;11981;2538
Sjælland;11-6-2020;M;3;0;0;598;11984;2538
Hovedstaden;12-6-2020;F;13;0;1;598;11997;2539
Midtjylland;12-6-2020;F;2;0;0;598;11999;2539
Nordjylland;12-6-2020;F;19;1;4;599;12018;2543
Sjælland;12-6-2020;F;2;1;1;600;12020;2544
Hovedstaden;12-6-2020;M;13;0;2;600;12033;2546
Midtjylland;12-6-2020;M;2;0;0;600;12035;2546
Nordjylland;12-6-2020;M;6;0;1;600;12041;2547
Sjælland;12-6-2020;M;2;0;1;600;12043;2548
Syddanmark;12-6-2020;M;1;0;0;600;12044;2548
Hovedstaden;13-6-2020;F;7;0;1;600;12051;2549
Midtjylland;13-6-2020;F;2;0;0;600;12053;2549
Sjælland;13-6-2020;F;3;0;1;600;12056;2550
Hovedstaden;13-6-2020;M;12;1;3;601;12068;2553
Sjælland;13-6-2020;M;3;0;1;601;12071;2554
Hovedstaden;14-6-2020;F;3;0;0;601;12074;2554
Midtjylland;14-6-2020;F;1;0;0;601;12075;2554
Nordjylland;14-6-2020;F;5;0;1;601;12080;2555
Hovedstaden;14-6-2020;M;6;0;1;601;12086;2556
Nordjylland;14-6-2020;M;3;1;1;602;12089;2557
Sjælland;14-6-2020;M;2;0;0;602;12091;2557
Hovedstaden;15-6-2020;F;15;1;3;603;12106;2560
Nordjylland;15-6-2020;F;2;0;0;603;12108;2560
Sjælland;15-6-2020;F;1;0;0;603;12109;2560
Hovedstaden;15-6-2020;M;16;1;2;604;12125;2562
Midtjylland;15-6-2020;M;1;0;1;604;12126;2563
Nordjylland;15-6-2020;M;1;0;0;604;12127;2563
Sjælland;15-6-2020;M;3;0;0;604;12130;2563
Hovedstaden;16-6-2020;F;15;0;0;604;12145;2563
Midtjylland;16-6-2020;F;4;0;1;604;12149;2564
Nordjylland;16-6-2020;F;3;0;1;604;12152;2565
Sjælland;16-6-2020;F;4;0;1;604;12156;2566
Hovedstaden;16-6-2020;M;10;0;2;604;12166;2568
Midtjylland;16-6-2020;M;1;0;0;604;12167;2568
Nordjylland;16-6-2020;M;4;0;0;604;12171;2568
Sjælland;16-6-2020;M;3;0;1;604;12174;2569
Syddanmark;16-6-2020;M;1;0;0;604;12175;2569
Hovedstaden;17-6-2020;F;21;0;1;604;12196;2570
Midtjylland;17-6-2020;F;1;0;0;604;12197;2570
Nordjylland;17-6-2020;F;14;0;2;604;12211;2572
Sjælland;17-6-2020;F;7;0;0;604;12218;2572
Syddanmark;17-6-2020;F;1;0;0;604;12219;2572
Hovedstaden;17-6-2020;M;20;0;1;604;12239;2573
Midtjylland;17-6-2020;M;2;0;0;604;12241;2573
Nordjylland;17-6-2020;M;2;0;1;604;12243;2574
Sjælland;17-6-2020;M;5;0;1;604;12248;2575
Syddanmark;17-6-2020;M;1;0;1;604;12249;2576
Hovedstaden;18-6-2020;F;17;0;0;604;12266;2576
Midtjylland;18-6-2020;F;1;0;0;604;12267;2576
Nordjylland;18-6-2020;F;1;0;0;604;12268;2576
Sjælland;18-6-2020;F;4;0;2;604;12272;2578
Hovedstaden;18-6-2020;M;18;0;0;604;12290;2578
Nordjylland;18-6-2020;M;1;0;0;604;12291;2578
Sjælland;18-6-2020;M;2;0;0;604;12293;2578
Syddanmark;18-6-2020;M;1;0;0;604;12294;2578
Hovedstaden;19-6-2020;F;15;0;2;604;12309;2580
Sjælland;19-6-2020;F;7;0;1;604;12316;2581
Hovedstaden;19-6-2020;M;9;0;0;604;12325;2581
Midtjylland;19-6-2020;M;2;0;0;604;12327;2581
Nordjylland;19-6-2020;M;1;0;0;604;12328;2581
Sjælland;19-6-2020;M;8;0;0;604;12336;2581
Hovedstaden;20-6-2020;F;18;0;0;604;12354;2581
Nordjylland;20-6-2020;F;2;0;0;604;12356;2581
Sjælland;20-6-2020;F;3;0;0;604;12359;2581
Hovedstaden;20-6-2020;M;12;0;0;604;12371;2581
Midtjylland;20-6-2020;M;2;0;0;604;12373;2581
Sjælland;20-6-2020;M;1;0;0;604;12374;2581
Hovedstaden;21-6-2020;F;16;0;0;604;12390;2581
Nordjylland;21-6-2020;F;1;0;1;604;12391;2582
Syddanmark;21-6-2020;F;1;0;0;604;12392;2582
Hovedstaden;21-6-2020;M;9;0;1;604;12401;2583
Midtjylland;21-6-2020;M;1;0;0;604;12402;2583
Nordjylland;21-6-2020;M;2;0;2;604;12404;2585
Sjælland;21-6-2020;M;1;0;0;604;12405;2585
Hovedstaden;22-6-2020;F;22;0;1;604;12427;2586
Nordjylland;22-6-2020;F;2;0;1;604;12429;2587
Sjælland;22-6-2020;F;1;0;0;604;12430;2587
Hovedstaden;22-6-2020;M;17;0;1;604;12447;2588
Midtjylland;22-6-2020;M;1;0;0;604;12448;2588
Nordjylland;22-6-2020;M;1;0;0;604;12449;2588
Sjælland;22-6-2020;M;1;0;1;604;12450;2589
Hovedstaden;23-6-2020;F;4;0;1;604;12454;2590
Midtjylland;23-6-2020;F;3;0;0;604;12457;2590
Nordjylland;23-6-2020;F;1;0;0;604;12458;2590
Syddanmark;23-6-2020;F;2;0;0;604;12460;2590
Hovedstaden;23-6-2020;M;4;0;0;604;12464;2590
Midtjylland;23-6-2020;M;1;0;0;604;12465;2590
Nordjylland;23-6-2020;M;3;0;1;604;12468;2591
Sjælland;23-6-2020;M;1;0;0;604;12469;2591
Hovedstaden;24-6-2020;F;9;0;2;604;12478;2593
Midtjylland;24-6-2020;F;2;0;0;604;12480;2593
Nordjylland;24-6-2020;F;7;0;1;604;12487;2594
Sjælland;24-6-2020;F;2;0;1;604;12489;2595
Syddanmark;24-6-2020;F;1;0;0;604;12490;2595
